Month,ProductLine,ProductName,QuantitySold,InvoiceNo
2023-08,Produce,Carrots,164,INV63242
2024-05,Bakery,Bagel,16,INV81948
2024-06,Bakery,Croissant,132,INV62861
2024-04,Personal Care,Toothpaste,76,INV85192
2023-04,Dairy,Butter,131,INV74430
2024-05,Household,Toilet Paper,37,INV87337
2023-07,Beverages,Mineral Water,174,INV10279
2023-07,Beverages,Green Tea,43,INV15555
2023-11,Personal Care,Shampoo,143,INV53362
2024-01,Frozen Foods,Frozen Chicken,86,INV83093
2024-01,Produce,Carrots,168,INV98577
2023-10,Snacks,Potato Chips,190,INV24107
2023-04,Household,Toilet Paper,198,INV97488
2023-09,Frozen Foods,Frozen Veggies,72,INV30104
2024-03,Dairy,Cheddar Cheese,185,INV40528
2023-09,Snacks,Granola Bar,168,INV57427
2023-10,Beverages,Orange Juice,99,INV43194
2024-01,Snacks,Popcorn,45,INV72697
2023-03,Dairy,Milk,38,INV89036
2024-06,Household,Laundry Detergent,163,INV78753
2024-01,Produce,Bananas,84,INV69468
2023-12,Household,Toilet Paper,7,INV59048
2024-04,Bakery,Croissant,198,INV73715
2023-11,Frozen Foods,Frozen Veggies,122,INV40641
2024-01,Personal Care,Body Lotion,185,INV10327
2024-03,Frozen Foods,Frozen Veggies,159,INV29861
2024-03,Beverages,Cola,5,INV79662
2023-12,Produce,Bananas,173,INV35857
2023-04,Dairy,Cheddar Cheese,55,INV92968
2023-06,Personal Care,Deodorant,82,INV88398
2024-04,Beverages,Mineral Water,158,INV25352
2024-06,Beverages,Mineral Water,12,INV65082
2024-01,Beverages,Orange Juice,100,INV94612
2024-03,Snacks,Potato Chips,88,INV64747
2024-05,Bakery,Croissant,8,INV49858
2023-05,Bakery,Bagel,13,INV62414
2023-09,Personal Care,Body Lotion,61,INV10386
2023-01,Personal Care,Shampoo,149,INV14899
2024-03,Bakery,White Bread,108,INV26154
2023-12,Bakery,Croissant,18,INV18576
2023-12,Produce,Bananas,151,INV64066
2024-04,Snacks,Potato Chips,94,INV94932
2023-11,Beverages,Mineral Water,108,INV17853
2023-06,Personal Care,Shampoo,74,INV82614
2023-08,Dairy,Butter,143,INV77953
2023-04,Dairy,Butter,138,INV68322
2023-11,Frozen Foods,Ice Cream,44,INV26811
2023-07,Produce,Apples,179,INV68433
2024-04,Produce,Carrots,172,INV54771
2024-03,Dairy,Cheddar Cheese,146,INV26734
2024-06,Dairy,Butter,174,INV20658
2023-09,Frozen Foods,Frozen Chicken,55,INV83881
2023-07,Personal Care,Body Lotion,49,INV54369
2023-04,Dairy,Cheddar Cheese,3,INV54473
2023-08,Dairy,Cheddar Cheese,173,INV11437
2023-03,Household,Dish Soap,9,INV17222
2023-07,Household,Laundry Detergent,193,INV25125
2024-05,Beverages,Green Tea,107,INV99045
2023-03,Bakery,White Bread,31,INV77937
2023-03,Bakery,Banana Bread,63,INV26110
2024-01,Produce,Bananas,14,INV78493
2023-05,Household,Toilet Paper,95,INV40621
2023-02,Frozen Foods,Ice Cream,128,INV25595
2023-03,Personal Care,Shampoo,97,INV67159
2024-03,Dairy,Butter,132,INV73682
2023-12,Beverages,Cola,147,INV68225
2024-03,Produce,Bananas,115,INV85031
2023-04,Personal Care,Body Lotion,85,INV88217
2024-05,Frozen Foods,Frozen Chicken,71,INV21234
2023-08,Bakery,White Bread,182,INV29171
2024-02,Snacks,Potato Chips,156,INV51493
2023-09,Beverages,Orange Juice,128,INV66401
2024-03,Bakery,Bagel,85,INV60241
2023-12,Personal Care,Shampoo,75,INV82711
2023-09,Personal Care,Toothpaste,152,INV36618
2024-06,Snacks,Trail Mix,125,INV93566
2024-03,Dairy,Yogurt,28,INV90263
2024-04,Beverages,Mineral Water,37,INV17375
2023-04,Household,Toilet Paper,200,INV18796
2023-02,Personal Care,Toothpaste,12,INV93163
2023-06,Household,Laundry Detergent,126,INV77914
2023-01,Personal Care,Toothpaste,78,INV79834
2023-05,Produce,Spinach,44,INV81483
2023-02,Household,Trash Bags,37,INV17715
2023-08,Dairy,Cheddar Cheese,45,INV88915
2023-01,Personal Care,Body Lotion,109,INV83305
2024-05,Household,Dish Soap,104,INV25498
2023-04,Beverages,Orange Juice,93,INV67108
2023-08,Personal Care,Body Lotion,1,INV76727
2023-10,Bakery,Bagel,16,INV70428
2024-05,Bakery,Banana Bread,79,INV68231
2023-01,Personal Care,Shampoo,187,INV58339
2023-03,Beverages,Green Tea,101,INV61669
2023-09,Frozen Foods,Ice Cream,90,INV65829
2023-02,Personal Care,Shampoo,159,INV40232
2023-05,Bakery,White Bread,126,INV44440
2023-07,Frozen Foods,Frozen Veggies,199,INV36127
2023-07,Snacks,Potato Chips,85,INV98835
2023-12,Personal Care,Shampoo,48,INV20310
2023-11,Produce,Apples,183,INV73732
2023-09,Frozen Foods,Frozen Veggies,9,INV54445
2023-01,Household,Dish Soap,51,INV32226
2023-02,Beverages,Green Tea,178,INV14966
2023-11,Beverages,Cola,120,INV72326
2023-01,Frozen Foods,Ice Cream,200,INV47681
2023-06,Bakery,Banana Bread,98,INV13514
2023-11,Frozen Foods,Frozen Chicken,193,INV81954
2023-11,Dairy,Butter,161,INV47089
2024-04,Dairy,Cheddar Cheese,99,INV60529
2024-04,Personal Care,Shampoo,80,INV45225
2023-06,Frozen Foods,Frozen Pizza,137,INV73848
2023-12,Snacks,Granola Bar,1,INV51010
2023-02,Produce,Spinach,83,INV50651
2023-01,Personal Care,Toothpaste,8,INV27198
2023-07,Dairy,Milk,97,INV56473
2024-01,Snacks,Trail Mix,105,INV38573
2023-08,Frozen Foods,Frozen Veggies,24,INV51788
2023-10,Produce,Bananas,38,INV89001
2024-02,Beverages,Orange Juice,1,INV94065
2023-07,Frozen Foods,Frozen Veggies,5,INV48599
2024-05,Produce,Spinach,69,INV11857
2024-01,Household,Dish Soap,48,INV89130
2023-07,Dairy,Yogurt,37,INV17046
2023-02,Dairy,Butter,59,INV60238
2023-10,Snacks,Popcorn,97,INV94314
2023-05,Snacks,Granola Bar,118,INV26341
2024-03,Snacks,Popcorn,115,INV84640
2024-04,Dairy,Butter,13,INV86347
2024-06,Dairy,Cheddar Cheese,45,INV98249
2024-05,Produce,Spinach,115,INV67927
2023-06,Frozen Foods,Frozen Pizza,74,INV83332
2023-10,Produce,Apples,60,INV49217
2023-05,Personal Care,Shampoo,131,INV77894
2023-12,Snacks,Trail Mix,138,INV39704
2023-01,Snacks,Potato Chips,87,INV69088
2023-09,Frozen Foods,Frozen Chicken,189,INV95155
2023-05,Household,Toilet Paper,138,INV30536
2023-08,Frozen Foods,Frozen Pizza,19,INV23522
2023-01,Personal Care,Body Lotion,38,INV89376
2024-06,Bakery,Croissant,175,INV18853
2023-11,Household,Trash Bags,30,INV41133
2023-09,Beverages,Mineral Water,66,INV39670
2024-05,Personal Care,Body Lotion,145,INV18741
2023-05,Dairy,Yogurt,197,INV25252
2024-02,Snacks,Trail Mix,142,INV99316
2023-06,Produce,Carrots,80,INV78779
2023-12,Produce,Spinach,147,INV24952
2023-07,Household,Toilet Paper,56,INV34628
2023-01,Beverages,Orange Juice,97,INV60006
2023-11,Dairy,Butter,171,INV81138
2023-05,Personal Care,Toothpaste,47,INV25637
2024-05,Snacks,Granola Bar,33,INV11143
2023-03,Personal Care,Body Lotion,179,INV81607
2023-03,Personal Care,Deodorant,190,INV16755
2023-02,Household,Trash Bags,107,INV55476
2024-06,Household,Trash Bags,91,INV61825
2023-04,Personal Care,Toothpaste,53,INV69887
2023-06,Produce,Carrots,71,INV61690
2023-08,Frozen Foods,Frozen Pizza,163,INV89882
2023-08,Household,Laundry Detergent,77,INV67536
2023-04,Beverages,Cola,190,INV48802
2023-10,Bakery,Bagel,195,INV50367
2023-09,Personal Care,Deodorant,36,INV72792
2023-03,Bakery,Banana Bread,126,INV71689
2023-10,Personal Care,Body Lotion,43,INV31060
2024-06,Frozen Foods,Frozen Chicken,194,INV39518
2024-06,Beverages,Green Tea,108,INV91492
2023-12,Snacks,Popcorn,55,INV99624
2023-07,Dairy,Milk,76,INV50250
2024-06,Snacks,Popcorn,132,INV39631
2023-08,Produce,Bananas,94,INV83732
2023-02,Personal Care,Shampoo,141,INV88523
2023-01,Beverages,Cola,75,INV89829
2023-04,Frozen Foods,Frozen Chicken,140,INV57457
2023-12,Produce,Carrots,182,INV89279
2024-03,Produce,Spinach,37,INV97948
2023-10,Personal Care,Toothpaste,162,INV45667
2024-06,Produce,Bananas,134,INV12173
2024-05,Personal Care,Deodorant,195,INV84112
2023-06,Household,Toilet Paper,93,INV85168
2023-08,Produce,Apples,27,INV87223
2023-08,Snacks,Popcorn,164,INV69604
2023-03,Frozen Foods,Frozen Veggies,26,INV45454
2023-09,Household,Toilet Paper,163,INV50200
2023-07,Produce,Bananas,32,INV26067
2023-01,Bakery,White Bread,35,INV92730
2023-05,Produce,Carrots,185,INV89877
2024-05,Bakery,White Bread,40,INV27598
2023-11,Personal Care,Toothpaste,116,INV61788
2024-03,Produce,Apples,153,INV32621
2023-09,Beverages,Orange Juice,131,INV29100
2023-02,Household,Trash Bags,118,INV71283
2023-09,Beverages,Mineral Water,171,INV41812
2024-05,Produce,Carrots,122,INV77886
2024-01,Beverages,Green Tea,100,INV58079
2024-02,Frozen Foods,Frozen Pizza,135,INV66304
2024-04,Personal Care,Body Lotion,31,INV54129
2024-04,Produce,Bananas,104,INV28436
2023-09,Personal Care,Toothpaste,88,INV31249
2023-09,Produce,Apples,170,INV19527
2023-06,Personal Care,Body Lotion,100,INV15201
2024-05,Household,Toilet Paper,37,INV62214
2023-09,Produce,Spinach,93,INV92242
2024-02,Bakery,Croissant,158,INV69287
2023-08,Household,Dish Soap,109,INV88068
2023-07,Frozen Foods,Frozen Pizza,139,INV23141
2024-03,Snacks,Popcorn,114,INV97801
2023-12,Produce,Bananas,23,INV90636
2023-12,Household,Trash Bags,97,INV43362
2023-07,Produce,Carrots,128,INV99173
2023-09,Dairy,Milk,174,INV72833
2023-06,Dairy,Yogurt,142,INV63693
2024-06,Household,Laundry Detergent,51,INV84543
2023-01,Personal Care,Body Lotion,154,INV34566
2023-02,Snacks,Trail Mix,193,INV30093
2024-01,Household,Laundry Detergent,60,INV11892
2023-10,Personal Care,Toothpaste,54,INV75538
2024-05,Snacks,Popcorn,104,INV10605
2023-01,Dairy,Milk,80,INV77093
2023-12,Personal Care,Body Lotion,68,INV40289
2023-08,Beverages,Green Tea,10,INV49206
2023-07,Beverages,Green Tea,41,INV47069
2023-10,Dairy,Yogurt,142,INV88017
2023-07,Bakery,Bagel,3,INV10795
2023-02,Household,Laundry Detergent,73,INV41055
2023-04,Household,Laundry Detergent,112,INV84521
2023-02,Household,Trash Bags,77,INV21556
2023-11,Household,Trash Bags,140,INV22456
2023-12,Produce,Spinach,164,INV81002
2023-07,Bakery,White Bread,160,INV57518
2023-09,Household,Toilet Paper,61,INV56637
2023-07,Dairy,Milk,135,INV67590
2024-01,Dairy,Milk,184,INV69688
2024-03,Frozen Foods,Frozen Veggies,82,INV44249
2023-01,Beverages,Cola,38,INV65567
2023-06,Personal Care,Shampoo,199,INV79799
2023-02,Bakery,White Bread,52,INV48422
2023-11,Beverages,Orange Juice,15,INV33479
2023-11,Produce,Carrots,152,INV48890
2023-04,Personal Care,Deodorant,79,INV12336
2023-07,Dairy,Cheddar Cheese,155,INV44302
2023-07,Personal Care,Deodorant,180,INV13983
2023-05,Dairy,Milk,14,INV43362
2024-04,Dairy,Yogurt,69,INV81339
2023-03,Produce,Apples,67,INV60974
2024-01,Dairy,Yogurt,112,INV91793
2024-01,Beverages,Orange Juice,56,INV52080
2024-03,Snacks,Trail Mix,40,INV57458
2024-06,Household,Laundry Detergent,163,INV43021
2023-05,Bakery,Banana Bread,22,INV71321
2023-09,Produce,Bananas,51,INV72508
2023-03,Produce,Apples,170,INV22425
2023-05,Bakery,Croissant,33,INV40522
2024-05,Snacks,Granola Bar,68,INV16034
2023-01,Snacks,Popcorn,182,INV13547
2023-06,Household,Toilet Paper,57,INV78668
2023-03,Personal Care,Toothpaste,4,INV22421
2023-03,Beverages,Green Tea,128,INV62026
2023-06,Personal Care,Shampoo,54,INV72881
2023-10,Personal Care,Deodorant,197,INV62556
2023-12,Frozen Foods,Frozen Chicken,86,INV20849
2024-06,Frozen Foods,Frozen Chicken,76,INV60931
2023-10,Dairy,Cheddar Cheese,98,INV17108
2024-04,Dairy,Butter,197,INV84284
2023-07,Frozen Foods,Frozen Veggies,101,INV72608
2023-10,Household,Laundry Detergent,123,INV98322
2024-02,Snacks,Potato Chips,131,INV35249
2024-03,Produce,Spinach,87,INV56471
2024-01,Bakery,Croissant,10,INV41409
2023-02,Dairy,Butter,180,INV21936
2024-01,Snacks,Trail Mix,133,INV85396
2024-05,Dairy,Yogurt,116,INV77085
2023-09,Beverages,Green Tea,97,INV61530
2023-05,Bakery,Croissant,143,INV11985
2023-11,Beverages,Orange Juice,17,INV97014
2023-06,Beverages,Orange Juice,103,INV19944
2023-07,Snacks,Granola Bar,36,INV24806
2023-05,Personal Care,Toothpaste,55,INV47865
2024-01,Snacks,Potato Chips,190,INV43536
2023-11,Bakery,Banana Bread,141,INV86707
2023-01,Snacks,Potato Chips,128,INV59644
2023-12,Bakery,Bagel,157,INV66599
2024-06,Beverages,Green Tea,107,INV64868
2023-04,Snacks,Granola Bar,94,INV40151
2024-01,Beverages,Orange Juice,189,INV37075
2023-06,Frozen Foods,Frozen Veggies,28,INV46856
2023-08,Frozen Foods,Frozen Veggies,44,INV71728
2024-05,Personal Care,Body Lotion,196,INV64881
2023-02,Produce,Bananas,173,INV40895
2024-03,Personal Care,Shampoo,172,INV13282
2024-02,Snacks,Trail Mix,145,INV95210
2023-12,Produce,Bananas,150,INV36915
2023-02,Bakery,Croissant,7,INV87150
2024-02,Personal Care,Shampoo,66,INV81661
2024-01,Frozen Foods,Ice Cream,198,INV81526
2023-01,Household,Trash Bags,174,INV63385
2023-06,Household,Dish Soap,133,INV48091
2023-12,Household,Dish Soap,130,INV52701
2023-08,Snacks,Trail Mix,125,INV68865
2024-01,Household,Trash Bags,175,INV28550
2023-09,Personal Care,Deodorant,196,INV32375
2023-08,Beverages,Mineral Water,113,INV52366
2024-02,Snacks,Trail Mix,118,INV62966
2023-03,Household,Laundry Detergent,40,INV93358
2024-02,Personal Care,Deodorant,58,INV64247
2024-01,Beverages,Orange Juice,114,INV66176
2024-04,Personal Care,Deodorant,17,INV53497
2024-03,Produce,Carrots,122,INV28823
2024-02,Dairy,Cheddar Cheese,16,INV55985
2023-07,Beverages,Orange Juice,122,INV85491
2023-12,Personal Care,Shampoo,192,INV91637
2023-06,Personal Care,Deodorant,154,INV68247
2024-05,Dairy,Milk,193,INV82436
2024-05,Personal Care,Deodorant,198,INV80580
2024-01,Frozen Foods,Frozen Chicken,140,INV36255
2023-04,Bakery,Bagel,174,INV81056
2023-06,Frozen Foods,Frozen Chicken,39,INV60639
2023-02,Household,Toilet Paper,194,INV29759
2023-01,Snacks,Potato Chips,35,INV19664
2023-07,Snacks,Popcorn,153,INV17351
2024-03,Bakery,Banana Bread,131,INV54112
2023-04,Beverages,Green Tea,119,INV48612
2023-08,Snacks,Popcorn,63,INV38684
2023-03,Bakery,Bagel,13,INV46847
2023-07,Snacks,Granola Bar,198,INV47655
2023-12,Snacks,Granola Bar,107,INV87525
2023-08,Snacks,Trail Mix,42,INV35078
2023-01,Frozen Foods,Frozen Veggies,40,INV13708
2024-05,Beverages,Cola,18,INV50573
2023-12,Beverages,Green Tea,190,INV74200
2023-04,Bakery,Banana Bread,4,INV10660
2023-12,Snacks,Potato Chips,37,INV28414
2023-04,Household,Toilet Paper,13,INV64622
2024-04,Snacks,Trail Mix,146,INV62474
2024-04,Snacks,Potato Chips,31,INV73192
2024-02,Snacks,Trail Mix,7,INV97011
2024-01,Snacks,Trail Mix,189,INV34001
2023-09,Bakery,Banana Bread,128,INV60590
2023-09,Bakery,Bagel,74,INV52729
2023-07,Bakery,White Bread,173,INV69086
2024-02,Produce,Apples,20,INV26493
2023-11,Dairy,Cheddar Cheese,59,INV33620
2023-02,Bakery,Bagel,84,INV88478
2023-12,Personal Care,Deodorant,184,INV67565
2024-03,Snacks,Granola Bar,23,INV65220
2023-12,Produce,Carrots,75,INV77120
2023-01,Beverages,Orange Juice,26,INV11058
2024-01,Beverages,Green Tea,194,INV59964
2023-10,Dairy,Cheddar Cheese,196,INV57954
2024-06,Snacks,Popcorn,123,INV69528
2024-06,Snacks,Trail Mix,147,INV83283
2023-03,Frozen Foods,Frozen Veggies,152,INV76762
2023-11,Snacks,Potato Chips,59,INV36780
2024-03,Snacks,Granola Bar,129,INV90801
2024-05,Snacks,Popcorn,63,INV39672
2024-06,Personal Care,Toothpaste,186,INV92026
2023-04,Snacks,Granola Bar,196,INV25048
2023-11,Snacks,Granola Bar,21,INV32943
2023-09,Dairy,Milk,41,INV29318
2024-01,Snacks,Trail Mix,138,INV94522
2024-04,Household,Dish Soap,70,INV97486
2023-03,Frozen Foods,Frozen Pizza,193,INV94124
2023-06,Bakery,Bagel,18,INV53052
2024-03,Frozen Foods,Frozen Chicken,187,INV68675
2023-12,Bakery,Bagel,158,INV80400
2024-03,Beverages,Mineral Water,76,INV75412
2024-04,Beverages,Cola,2,INV68553
2024-03,Bakery,Bagel,182,INV36953
2024-01,Frozen Foods,Frozen Pizza,190,INV33696
2024-02,Household,Toilet Paper,52,INV66359
2023-07,Beverages,Green Tea,86,INV19173
2024-04,Beverages,Cola,134,INV22281
2023-11,Household,Laundry Detergent,197,INV43635
2023-04,Produce,Spinach,58,INV16450
2023-06,Dairy,Yogurt,160,INV13344
2023-01,Snacks,Popcorn,97,INV80670
2023-06,Household,Laundry Detergent,35,INV26857
2024-05,Bakery,White Bread,49,INV61629
2023-04,Dairy,Milk,145,INV52090
2023-06,Personal Care,Toothpaste,61,INV90587
2023-07,Frozen Foods,Frozen Pizza,87,INV99992
2023-08,Beverages,Green Tea,68,INV29770
2023-02,Dairy,Cheddar Cheese,81,INV14374
2024-06,Snacks,Potato Chips,181,INV24333
2023-06,Beverages,Cola,36,INV93399
2024-04,Snacks,Popcorn,6,INV41621
2023-05,Beverages,Green Tea,3,INV15628
2023-06,Produce,Carrots,70,INV76310
2024-01,Dairy,Milk,134,INV28114
2024-02,Household,Laundry Detergent,1,INV93607
2023-11,Produce,Bananas,177,INV32510
2023-05,Household,Trash Bags,69,INV28726
2024-03,Bakery,White Bread,93,INV86103
2023-10,Frozen Foods,Ice Cream,92,INV19109
2024-04,Beverages,Mineral Water,150,INV70080
2023-03,Dairy,Butter,3,INV22367
2024-06,Produce,Apples,2,INV26787
2023-08,Dairy,Butter,91,INV67419
2023-01,Produce,Bananas,102,INV78037
2023-10,Frozen Foods,Frozen Veggies,68,INV88472
2023-08,Frozen Foods,Frozen Chicken,165,INV21696
2023-03,Produce,Bananas,124,INV21891
2024-03,Dairy,Cheddar Cheese,5,INV31050
2024-04,Frozen Foods,Ice Cream,137,INV58367
2023-08,Dairy,Yogurt,34,INV73771
2024-01,Snacks,Popcorn,103,INV24451
2024-04,Frozen Foods,Frozen Pizza,2,INV21012
2023-05,Household,Trash Bags,74,INV35783
2023-07,Dairy,Yogurt,127,INV43869
2023-02,Snacks,Popcorn,108,INV77273
2024-01,Produce,Bananas,168,INV92284
2023-02,Produce,Apples,89,INV41711
2024-01,Frozen Foods,Frozen Pizza,125,INV79694
2023-03,Personal Care,Toothpaste,200,INV15697
2023-04,Personal Care,Body Lotion,193,INV71801
2023-01,Snacks,Granola Bar,189,INV93501
2023-03,Personal Care,Deodorant,147,INV35917
2023-06,Beverages,Green Tea,132,INV24953
2023-08,Snacks,Granola Bar,65,INV25587
2023-12,Dairy,Milk,120,INV11978
2024-06,Snacks,Trail Mix,20,INV53071
2023-02,Snacks,Potato Chips,185,INV46051
2024-06,Bakery,Banana Bread,97,INV52807
2023-06,Bakery,White Bread,40,INV85495
2023-05,Frozen Foods,Frozen Chicken,6,INV87895
2024-02,Snacks,Trail Mix,41,INV39228
2023-10,Household,Laundry Detergent,153,INV29950
2024-03,Frozen Foods,Frozen Pizza,17,INV93994
2023-01,Beverages,Green Tea,156,INV12332
2024-06,Dairy,Butter,23,INV52849
2023-07,Personal Care,Deodorant,199,INV46035
2024-03,Frozen Foods,Frozen Veggies,13,INV31018
2023-06,Beverages,Green Tea,113,INV91507
2023-08,Dairy,Yogurt,36,INV13562
2023-03,Produce,Bananas,73,INV99372
2023-05,Personal Care,Deodorant,143,INV14143
2023-11,Personal Care,Toothpaste,93,INV63109
2024-02,Personal Care,Body Lotion,114,INV62526
2023-08,Bakery,White Bread,159,INV61769
2024-03,Bakery,Bagel,104,INV30957
2023-03,Snacks,Popcorn,155,INV46442
2023-12,Personal Care,Shampoo,191,INV14040
2024-04,Bakery,Croissant,56,INV56073
2024-04,Bakery,Croissant,24,INV44274
2023-10,Frozen Foods,Frozen Veggies,59,INV32500
2023-11,Beverages,Cola,182,INV29448
2023-11,Household,Trash Bags,123,INV52769
2024-03,Beverages,Green Tea,36,INV40524
2024-06,Bakery,Bagel,120,INV68391
2023-05,Snacks,Popcorn,192,INV71504
2023-07,Personal Care,Body Lotion,160,INV38522
2023-03,Produce,Bananas,98,INV46217
2024-02,Frozen Foods,Frozen Chicken,86,INV98954
2023-05,Beverages,Mineral Water,167,INV59237
2024-05,Bakery,Croissant,51,INV78944
2023-07,Household,Dish Soap,55,INV54055
2023-12,Bakery,Bagel,76,INV53983
2023-10,Household,Laundry Detergent,4,INV49972
2023-02,Produce,Carrots,50,INV96556
2023-04,Produce,Bananas,191,INV85344
2023-04,Household,Dish Soap,28,INV77489
2023-02,Household,Laundry Detergent,14,INV51858
2023-06,Dairy,Butter,37,INV73942
2023-01,Frozen Foods,Frozen Veggies,151,INV51302
2024-06,Beverages,Cola,104,INV92403
2024-06,Bakery,Bagel,58,INV14305
2023-04,Beverages,Green Tea,95,INV93220
2023-06,Produce,Carrots,188,INV37757
2023-06,Snacks,Popcorn,59,INV71996
2023-01,Dairy,Butter,74,INV76460
2023-09,Beverages,Mineral Water,82,INV69817
2024-06,Personal Care,Toothpaste,108,INV34888
2023-10,Personal Care,Toothpaste,15,INV88335
2024-03,Bakery,Banana Bread,132,INV63585
2024-04,Personal Care,Deodorant,131,INV76922
2023-09,Beverages,Cola,177,INV75702
2023-08,Household,Toilet Paper,140,INV90441
2023-10,Frozen Foods,Ice Cream,61,INV98942
2023-10,Dairy,Yogurt,75,INV17250
2024-03,Produce,Spinach,104,INV57382
2023-01,Bakery,Bagel,188,INV45297
2024-05,Personal Care,Toothpaste,170,INV12984
2024-03,Snacks,Granola Bar,7,INV70747
2023-05,Frozen Foods,Ice Cream,166,INV96236
2023-11,Beverages,Mineral Water,168,INV25212
2023-12,Bakery,Bagel,185,INV60905
2023-10,Beverages,Orange Juice,147,INV38234
2023-04,Frozen Foods,Frozen Chicken,160,INV93042
2023-08,Personal Care,Body Lotion,130,INV45686
2023-03,Beverages,Cola,158,INV61444
2023-05,Dairy,Yogurt,92,INV30096
2023-02,Snacks,Granola Bar,125,INV27139
2024-05,Beverages,Green Tea,132,INV29201
2023-07,Household,Laundry Detergent,13,INV12117
2023-09,Bakery,White Bread,48,INV51824
2024-05,Personal Care,Deodorant,19,INV57608
2024-01,Bakery,Bagel,21,INV78657
2023-04,Frozen Foods,Frozen Pizza,19,INV46837
2023-09,Produce,Apples,64,INV47632
2023-03,Frozen Foods,Frozen Pizza,123,INV60775
2023-03,Bakery,Bagel,11,INV45931
2023-04,Household,Toilet Paper,22,INV27743
2023-12,Frozen Foods,Frozen Chicken,14,INV12583
2024-06,Frozen Foods,Frozen Pizza,99,INV58410
2023-11,Produce,Bananas,85,INV88441
2024-04,Household,Dish Soap,67,INV51443
2023-11,Snacks,Popcorn,27,INV20227
2023-01,Personal Care,Toothpaste,53,INV28674
2023-04,Household,Laundry Detergent,71,INV35182
2023-05,Personal Care,Deodorant,80,INV99770
2023-04,Produce,Spinach,78,INV47925
2023-11,Dairy,Butter,38,INV12006
2023-04,Dairy,Cheddar Cheese,168,INV75032
2023-10,Snacks,Potato Chips,154,INV82458
2023-12,Bakery,Banana Bread,88,INV72703
2023-02,Personal Care,Toothpaste,113,INV49781
2023-11,Beverages,Green Tea,35,INV37038
2023-05,Snacks,Granola Bar,198,INV67343
2023-04,Dairy,Yogurt,139,INV14907
2024-02,Produce,Spinach,71,INV41691
2023-08,Frozen Foods,Frozen Pizza,175,INV51265
2023-09,Household,Laundry Detergent,181,INV24339
2023-07,Frozen Foods,Frozen Veggies,92,INV57389
2024-02,Frozen Foods,Frozen Pizza,166,INV99407
2023-06,Snacks,Granola Bar,27,INV27216
2023-06,Dairy,Yogurt,13,INV94381
2024-03,Dairy,Butter,69,INV80261
2023-10,Bakery,Banana Bread,149,INV88024
2023-06,Bakery,Banana Bread,34,INV30596
2024-01,Dairy,Butter,100,INV54937
2023-06,Snacks,Granola Bar,166,INV68350
2024-06,Personal Care,Shampoo,88,INV84762
2024-03,Bakery,White Bread,65,INV11827
2023-03,Snacks,Popcorn,163,INV73824
2023-09,Dairy,Milk,22,INV40978
2023-12,Dairy,Cheddar Cheese,50,INV75785
2023-10,Produce,Spinach,129,INV36128
2023-12,Household,Trash Bags,26,INV32665
2023-06,Personal Care,Shampoo,91,INV22362
2024-04,Household,Dish Soap,196,INV26278
2024-01,Produce,Spinach,112,INV47888
2024-05,Snacks,Trail Mix,26,INV89869
2024-03,Frozen Foods,Ice Cream,82,INV28288
2023-07,Produce,Apples,124,INV15573
2023-03,Bakery,Bagel,60,INV36871
2023-03,Bakery,Croissant,110,INV35192
2024-02,Bakery,Croissant,76,INV20995
2023-11,Snacks,Potato Chips,9,INV60290
2024-02,Frozen Foods,Frozen Veggies,15,INV22482
2024-06,Household,Laundry Detergent,68,INV69169
2023-11,Bakery,Croissant,90,INV57483
2023-10,Frozen Foods,Ice Cream,63,INV80497
2023-12,Produce,Apples,101,INV27129
2023-08,Frozen Foods,Frozen Veggies,114,INV97941
2023-11,Personal Care,Deodorant,68,INV92026
2023-04,Snacks,Popcorn,66,INV62449
2024-05,Produce,Spinach,56,INV18882
2023-10,Beverages,Orange Juice,145,INV86234
2024-05,Personal Care,Body Lotion,74,INV56971
2023-11,Household,Trash Bags,197,INV19906
2023-11,Bakery,Banana Bread,98,INV52925
2023-08,Frozen Foods,Frozen Pizza,20,INV22878
2023-08,Frozen Foods,Frozen Chicken,70,INV53999
2023-12,Personal Care,Body Lotion,60,INV21424
2023-12,Snacks,Potato Chips,143,INV21734
2023-03,Bakery,Bagel,90,INV75351
2023-10,Bakery,Bagel,125,INV79971
2023-11,Household,Laundry Detergent,174,INV21204
2023-01,Beverages,Orange Juice,12,INV37060
2024-05,Beverages,Orange Juice,45,INV68608
2023-11,Dairy,Yogurt,125,INV31711
2023-05,Beverages,Cola,199,INV27705
2023-03,Beverages,Mineral Water,43,INV94547
2023-06,Dairy,Butter,2,INV97365
2024-04,Snacks,Granola Bar,123,INV96141
2023-08,Personal Care,Deodorant,7,INV97696
2023-02,Produce,Apples,193,INV70988
2024-02,Household,Laundry Detergent,136,INV64905
2024-05,Beverages,Mineral Water,10,INV25036
2023-09,Snacks,Potato Chips,32,INV20582
2023-05,Dairy,Cheddar Cheese,93,INV47473
2023-11,Frozen Foods,Ice Cream,52,INV37000
2023-11,Snacks,Popcorn,187,INV20424
2023-11,Beverages,Cola,89,INV33554
2023-06,Household,Laundry Detergent,164,INV90909
2023-01,Snacks,Popcorn,33,INV63826
2024-01,Snacks,Granola Bar,189,INV45203
2023-10,Bakery,Croissant,66,INV45296
2023-01,Bakery,White Bread,27,INV45970
2023-04,Snacks,Popcorn,134,INV72371
